model_type,seed,question,importance
logistic_regression,4,question_f025_religious_denomination__major_groups_choice3.0,0.7135478176100675
logistic_regression,4,question_f034_religious_person,0.6403220433472708
logistic_regression,4,question_a065_member__belong_to_religious_organization,0.36132728021886507
logistic_regression,4,question_f120_justifiable__abortion,0.33640075271836867
logistic_regression,4,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.3228423925092222
logistic_regression,4,question_f144_02_justifiable__death_penalty,0.32264876977504703
logistic_regression,4,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.3059898052781803
logistic_regression,4,question_f025_religious_denomination__major_groups_choice1.0,0.30533055798998354
logistic_regression,4,question_e028_political_action__joining_unofficial_strikes,0.30528922357452465
logistic_regression,4,question_g007_36_b_trust__people_of_another_nationality__b,0.28730176103512434
logistic_regression,4,question_e069_06_confidence__the_police,0.2789820294476426
logistic_regression,4,question_f063_how_important_is_god_in_your_life,0.27342460699452975
logistic_regression,4,question_e227_democracy__people_receive_state_aid_for_unemployment,0.22354183634690764
logistic_regression,4,question_e069_04_confidence__the_press,0.2212446740345535
logistic_regression,4,question_e025_political_action__signing_a_petition,0.215708362901273
logistic_regression,4,question_f025_religious_denomination__major_groups_choice2.0,0.21432728921785718
logistic_regression,4,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.21049744336242798
logistic_regression,4,question_f119_justifiable__prostitution,0.2083029924848552
logistic_regression,4,question_e233b_democracy__people_obey_their_rulers,0.20825793921040064
logistic_regression,4,question_e069_11_confidence__the_government,0.19924793420358233
logistic_regression,4,question_f054_believe_in__heaven,0.18256897195289934
logistic_regression,4,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.17963278517216313
logistic_regression,4,question_a002_important_in_life__friends,0.1780536202954278
logistic_regression,4,question_f025_religious_denomination__major_groups_choice7.0,0.17082540937946603
logistic_regression,4,question_a124_06_neighbours__immigrants_foreign_workers,0.16925616256539622
logistic_regression,4,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.16904737078701765
logistic_regression,4,question_f053_believe_in__hell,0.16766177707218138
logistic_regression,4,question_e263_vote_in_elections__local_level_choice1.0,0.1670318659907309
logistic_regression,4,question_e264_vote_in_elections__national_level_choice2.0,0.15972409701611806
logistic_regression,4,question_a004_important_in_life__politics,0.15697931693492911
logistic_regression,4,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.15155681725523198
logistic_regression,4,question_a170_satisfaction_with_your_life,0.15057984445876052
logistic_regression,4,question_f025_religious_denomination__major_groups_choice5.0,0.1404430812754373
logistic_regression,4,question_e035_income_equality,0.1387934843934283
logistic_regression,4,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.13865190579354214
logistic_regression,4,question_e263_vote_in_elections__local_level_choice3.0,0.13522067701321314
logistic_regression,4,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.1336261184493633
logistic_regression,4,question_f025_religious_denomination__major_groups_choice0.0,0.13243329481537888
logistic_regression,4,question_a040_important_child_qualities__religious_faith,0.13019153632654526
logistic_regression,4,question_f122_justifiable__euthanasia,0.1288453036634256
logistic_regression,4,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.128350761349654
logistic_regression,4,question_a124_08_neighbours__drug_addicts,0.12719350937876428
logistic_regression,4,question_e069_17_confidence__justice_system_courts,0.12377359972120712
logistic_regression,4,question_a072_member__belong_to_professional_associations,0.12233100849525273
