model_type,seed,question,importance
xgboost,10,question_f025_religious_denomination__major_groups_choice3.0,1.0317401
xgboost,10,question_f034_religious_person,0.91173106
xgboost,10,question_f144_02_justifiable__death_penalty,0.719775
xgboost,10,question_f120_justifiable__abortion,0.6786508
xgboost,10,question_f063_how_important_is_god_in_your_life,0.63487935
xgboost,10,question_a065_member__belong_to_religious_organization,0.59390795
xgboost,10,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.52506006
xgboost,10,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.5029406
xgboost,10,question_e037_government_responsibility,0.48407555
xgboost,10,question_e069_06_confidence__the_police,0.44166967
xgboost,10,question_e028_political_action__joining_unofficial_strikes,0.40026748
xgboost,10,question_e069_04_confidence__the_press,0.3956026
xgboost,10,question_e227_democracy__people_receive_state_aid_for_unemployment,0.3951652
xgboost,10,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.37923822
xgboost,10,question_f025_religious_denomination__major_groups_choice7.0,0.35897306
xgboost,10,question_e069_11_confidence__the_government,0.3557051
xgboost,10,question_a170_satisfaction_with_your_life,0.3461052
xgboost,10,question_e035_income_equality,0.34298697
xgboost,10,question_e233b_democracy__people_obey_their_rulers,0.3385764
xgboost,10,question_f028_how_often_do_you_attend_religious_services,0.33525977
xgboost,10,question_g007_36_b_trust__people_of_another_nationality__b,0.32460323
xgboost,10,question_e025_political_action__signing_a_petition,0.32177615
xgboost,10,question_a004_important_in_life__politics,0.31874722
xgboost,10,question_f053_believe_in__hell,0.31861898
xgboost,10,question_a006_important_in_life__religion,0.30731848
xgboost,10,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.3015193
xgboost,10,question_e265_04_how_often_in_country’s_elections__voters_are_bribed,0.29986778
xgboost,10,question_e015_future_changes__less_importance_placed_on_work,0.29965955
xgboost,10,question_e264_vote_in_elections__national_level_choice1.0,0.27443114
xgboost,10,question_f054_believe_in__heaven,0.26784384
xgboost,10,question_f119_justifiable__prostitution,0.2666634
xgboost,10,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.26153976
xgboost,10,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.25901106
xgboost,10,question_a002_important_in_life__friends,0.25766027
xgboost,10,question_a124_06_neighbours__immigrants_foreign_workers,0.25216874
xgboost,10,question_f118_justifiable__homosexuality,0.25156644
xgboost,10,question_a009_state_of_health__subjective,0.25144964
xgboost,10,question_e236_democraticness_in_own_country,0.25053242
xgboost,10,question_a173_how_much_freedom_of_choice_and_control,0.25021738
xgboost,10,question_f122_justifiable__euthanasia,0.25002337
xgboost,10,question_e233_democracy__women_have_the_same_rights_as_men,0.24674343
xgboost,10,question_f025_religious_denomination__major_groups_choice5.0,0.23751727
xgboost,10,question_e290_justifiable__political_violence,0.23455742
xgboost,10,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.23329677
xgboost,10,question_g007_33_b_trust__people_you_know_personally__b,0.22514266
xgboost,10,question_a072_member__belong_to_professional_associations,0.22375014
xgboost,10,question_e111_01_satisfaction_with_the_political_system,0.22046751
xgboost,10,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.21901324
xgboost,10,question_e018_future_changes__greater_respect_for_authority,0.21881618
xgboost,10,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.21740386
xgboost,10,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.21739349
xgboost,10,question_f025_religious_denomination__major_groups_choice2.0,0.21681361
xgboost,10,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.2152418
xgboost,10,question_f132_justifiable__having_casual_sex,0.21128307
xgboost,10,question_a124_08_neighbours__drug_addicts,0.20604113
