model_type,seed,question,importance
logistic_regression,2,question_f025_religious_denomination__major_groups_choice3.0,0.7087073307278144
logistic_regression,2,question_f034_religious_person,0.6252598974265764
logistic_regression,2,question_a065_member__belong_to_religious_organization,0.3502286639324138
logistic_regression,2,question_f120_justifiable__abortion,0.3368679064626639
logistic_regression,2,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.32618382900292636
logistic_regression,2,question_f144_02_justifiable__death_penalty,0.31977847123283054
logistic_regression,2,question_f025_religious_denomination__major_groups_choice1.0,0.3067047942405552
logistic_regression,2,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.30644546031108666
logistic_regression,2,question_e028_political_action__joining_unofficial_strikes,0.2979959979822658
logistic_regression,2,question_e069_06_confidence__the_police,0.27522410191116053
logistic_regression,2,question_f063_how_important_is_god_in_your_life,0.26842446752941623
logistic_regression,2,question_g007_36_b_trust__people_of_another_nationality__b,0.25778983482837853
logistic_regression,2,question_e227_democracy__people_receive_state_aid_for_unemployment,0.23500146457028895
logistic_regression,2,question_e025_political_action__signing_a_petition,0.2238468311161819
logistic_regression,2,question_e069_04_confidence__the_press,0.2217353566241696
logistic_regression,2,question_e233b_democracy__people_obey_their_rulers,0.2133977677298132
logistic_regression,2,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.20591549697481884
logistic_regression,2,question_f053_believe_in__hell,0.19719220166324614
logistic_regression,2,question_e069_11_confidence__the_government,0.19560588900550313
logistic_regression,2,question_f025_religious_denomination__major_groups_choice2.0,0.19316419195175735
logistic_regression,2,question_f054_believe_in__heaven,0.1895182226283145
logistic_regression,2,question_e264_vote_in_elections__national_level_choice2.0,0.1778179515792966
logistic_regression,2,question_f119_justifiable__prostitution,0.1773418636257007
logistic_regression,2,question_a124_06_neighbours__immigrants_foreign_workers,0.1751565368618959
logistic_regression,2,question_a002_important_in_life__friends,0.1732591377933404
logistic_regression,2,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.17150432360201232
logistic_regression,2,question_f025_religious_denomination__major_groups_choice7.0,0.17103276792623848
logistic_regression,2,question_a004_important_in_life__politics,0.17021524088707454
logistic_regression,2,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.15385858637043462
logistic_regression,2,question_f025_religious_denomination__major_groups_choice5.0,0.1431400367451696
logistic_regression,2,question_e263_vote_in_elections__local_level_choice1.0,0.14222795203560273
logistic_regression,2,question_f122_justifiable__euthanasia,0.1417694385723013
logistic_regression,2,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.1406474249355391
logistic_regression,2,question_a170_satisfaction_with_your_life,0.13853483147217047
logistic_regression,2,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.13786872353203414
logistic_regression,2,question_e116_political_system__having_the_army_rule,0.13779072591581992
logistic_regression,2,question_e069_14_confidence__the_environmental_protection_movement,0.13652525495016035
logistic_regression,2,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.1304106767203655
logistic_regression,2,question_f116_justifiable__cheating_on_taxes,0.13006621711211325
logistic_regression,2,question_a040_important_child_qualities__religious_faith,0.1295198922106997
logistic_regression,2,question_a072_member__belong_to_professional_associations,0.1292223084415741
logistic_regression,2,question_e035_income_equality,0.12669469836447783
logistic_regression,2,question_e263_vote_in_elections__local_level_choice3.0,0.1265558918086778
logistic_regression,2,question_a124_08_neighbours__drug_addicts,0.12506633254717506
logistic_regression,2,question_e069_17_confidence__justice_system_courts,0.12239756572299265
logistic_regression,2,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.12025930915245021
logistic_regression,2,question_e265_04_how_often_in_country’s_elections__voters_are_bribed,0.1198728015219476
logistic_regression,2,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.11980470044240038
logistic_regression,2,question_e069_08_confidence__the_civil_services,0.1192113112290666
logistic_regression,2,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.11890135601953888
logistic_regression,2,question_e037_government_responsibility,0.11757055868384216
logistic_regression,2,question_a068_member__belong_to_political_parties,0.11716119876382335
logistic_regression,2,question_f025_religious_denomination__major_groups_choice0.0,0.11273684622682653
logistic_regression,2,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.11165471856709874
logistic_regression,2,question_e117_political_system__having_a_democratic_political_system,0.11099501904228928
logistic_regression,2,question_e226_democracy__people_choose_their_leaders_in_free_elections,0.10986466139147799
logistic_regression,2,question_a038_important_child_qualities__thrift_saving_money_and_things,0.1058144162232724
logistic_regression,2,question_e018_future_changes__greater_respect_for_authority,0.10049770711252916
logistic_regression,2,question_a009_state_of_health__subjective,0.0971594197517687
logistic_regression,2,question_a173_how_much_freedom_of_choice_and_control,0.0956048933788633
logistic_regression,2,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.09490882864679724
logistic_regression,2,question_e001_aims_of_country__first_choice_choice3.0,0.08827119123448135
logistic_regression,2,question_g256_how_close_do_you_feel__to_your_county_region_district,0.08817164596708496
logistic_regression,2,question_e264_vote_in_elections__national_level_choice3.0,0.08793197390840894
logistic_regression,2,question_g006_how_proud_of_nationality,0.0874350351526145
logistic_regression,2,question_c002_01_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__5_point_scale,0.08727458547024755
logistic_regression,2,question_a124_02_neighbours__people_of_a_different_race,0.08402829575565628
logistic_regression,2,question_g007_33_b_trust__people_you_know_personally__b,0.08384347206879525
logistic_regression,2,question_g005_citizen_of__country,0.08372925045573668
logistic_regression,2,question_e235_importance_of_democracy,0.08150464500652835
logistic_regression,2,question_e111_01_satisfaction_with_the_political_system,0.07898438037483821
logistic_regression,2,question_f121_justifiable__divorce,0.0758490883575995
logistic_regression,2,question_e069_07_confidence__parliament,0.073058585342359
logistic_regression,2,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.07253085994265339
logistic_regression,2,question_a042_important_child_qualities__obedience,0.07225991693064304
logistic_regression,2,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.07024035358398824
logistic_regression,2,question_e236_democraticness_in_own_country,0.06995491950157935
logistic_regression,2,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.06952162308875616
logistic_regression,2,question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet,0.06926360549828064
logistic_regression,2,question_e115_political_system__having_experts_make_decisions,0.06837328088495755
logistic_regression,2,question_e036_private_vs_state_ownership_of_business,0.06833999717137251
logistic_regression,2,question_h011_government_has_the_right__collect_information_about_anyone_living_in__country__without_their_knowledge,0.06790410229963893
logistic_regression,2,question_c038_people_who_don’t_work_turn_lazy,0.06790061880153632
logistic_regression,2,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.06721201500762788
logistic_regression,2,question_d060_university_is_more_important_for_a_boy_than_for_a_girl,0.0670112903027739
logistic_regression,2,question_a003_important_in_life__leisure_time,0.06676753546682893
