model_type,seed,question,importance
xgboost,3,question_f025_religious_denomination__major_groups_choice3.0,1.067098
xgboost,3,question_f034_religious_person,0.920055
xgboost,3,question_f144_02_justifiable__death_penalty,0.6979458
xgboost,3,question_f120_justifiable__abortion,0.67360747
xgboost,3,question_f063_how_important_is_god_in_your_life,0.65906966
xgboost,3,question_a065_member__belong_to_religious_organization,0.61949027
xgboost,3,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.56281614
xgboost,3,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.51724946
xgboost,3,question_e069_06_confidence__the_police,0.46096888
xgboost,3,question_e037_government_responsibility,0.44921905
xgboost,3,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.42929342
xgboost,3,question_e227_democracy__people_receive_state_aid_for_unemployment,0.42602482
xgboost,3,question_e028_political_action__joining_unofficial_strikes,0.41159418
xgboost,3,question_e069_11_confidence__the_government,0.38888106
xgboost,3,question_e069_04_confidence__the_press,0.3865514
xgboost,3,question_e025_political_action__signing_a_petition,0.38355282
xgboost,3,question_f025_religious_denomination__major_groups_choice7.0,0.37954742
xgboost,3,question_e233b_democracy__people_obey_their_rulers,0.35008988
xgboost,3,question_a006_important_in_life__religion,0.3453193
xgboost,3,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.33920664
xgboost,3,question_e035_income_equality,0.3320481
xgboost,3,question_f028_how_often_do_you_attend_religious_services,0.3316536
xgboost,3,question_f053_believe_in__hell,0.33086064
xgboost,3,question_g007_36_b_trust__people_of_another_nationality__b,0.32655892
xgboost,3,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.31430334
xgboost,3,question_a170_satisfaction_with_your_life,0.3141372
xgboost,3,question_e015_future_changes__less_importance_placed_on_work,0.3085097
xgboost,3,question_a004_important_in_life__politics,0.30518925
xgboost,3,question_a124_06_neighbours__immigrants_foreign_workers,0.2984732
xgboost,3,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.29297587
xgboost,3,question_e265_04_how_often_in_country’s_elections__voters_are_bribed,0.28443706
xgboost,3,question_a002_important_in_life__friends,0.27898338
xgboost,3,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.27282888
xgboost,3,question_a173_how_much_freedom_of_choice_and_control,0.26134935
xgboost,3,question_e264_vote_in_elections__national_level_choice1.0,0.25707042
xgboost,3,question_c002_01_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__5_point_scale,0.25473335
xgboost,3,question_a009_state_of_health__subjective,0.25450188
xgboost,3,question_f119_justifiable__prostitution,0.25157097
xgboost,3,question_f025_religious_denomination__major_groups_choice5.0,0.24854288
xgboost,3,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice1.0,0.24629375
xgboost,3,question_e111_01_satisfaction_with_the_political_system,0.24426638
xgboost,3,question_f122_justifiable__euthanasia,0.24408205
xgboost,3,question_f118_justifiable__homosexuality,0.24190155
xgboost,3,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.24067572
xgboost,3,question_f132_justifiable__having_casual_sex,0.24032217
xgboost,3,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.23985492
xgboost,3,question_e236_democraticness_in_own_country,0.23524216
xgboost,3,question_e290_justifiable__political_violence,0.23465677
xgboost,3,question_f054_believe_in__heaven,0.23371163
xgboost,3,question_g006_how_proud_of_nationality,0.2324552
xgboost,3,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.22581224
xgboost,3,question_e018_future_changes__greater_respect_for_authority,0.22579029
xgboost,3,question_a124_08_neighbours__drug_addicts,0.22510618
xgboost,3,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.22430094
xgboost,3,question_e036_private_vs_state_ownership_of_business,0.22389175
xgboost,3,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.22168137
xgboost,3,question_f025_religious_denomination__major_groups_choice2.0,0.22075185
xgboost,3,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.22038788
xgboost,3,question_g007_33_b_trust__people_you_know_personally__b,0.21917616
xgboost,3,question_e233_democracy__women_have_the_same_rights_as_men,0.21883339
xgboost,3,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.21784249
xgboost,3,question_e069_02_confidence__armed_forces,0.21726905
xgboost,3,question_f025_religious_denomination__major_groups_choice1.0,0.21714737
xgboost,3,question_a072_member__belong_to_professional_associations,0.21174616
xgboost,3,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.21056281
xgboost,3,question_e033_self_positioning_in_political_scale,0.20268017
xgboost,3,question_e116_political_system__having_the_army_rule,0.1993839
xgboost,3,question_f116_justifiable__cheating_on_taxes,0.19770513
xgboost,3,question_e069_14_confidence__the_environmental_protection_movement,0.19113049
xgboost,3,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.19057141
xgboost,3,question_f121_justifiable__divorce,0.18652281
xgboost,3,question_e263_vote_in_elections__local_level_choice3.0,0.18611906
xgboost,3,question_a038_important_child_qualities__thrift_saving_money_and_things,0.1753256
xgboost,3,question_e117_political_system__having_a_democratic_political_system,0.17454512
xgboost,3,question_e023_interest_in_politics,0.1711753
xgboost,3,question_a068_member__belong_to_political_parties,0.16656889
xgboost,3,question_g063_how_close_you_feel__world,0.16599284
xgboost,3,question_e114_political_system__having_a_strong_leader,0.16593236
xgboost,3,question_c041_work_should_come_first_even_if_it_means_less_spare_time,0.16564444
xgboost,3,question_e069_08_confidence__the_civil_services,0.15777026
xgboost,3,question_e012_willingness_to_fight_for_country,0.15512085
xgboost,3,question_c039_work_is_a_duty_towards_society,0.15242817
xgboost,3,question_g062_how_close_you_feel__continent__e_g_europe_asia_etc,0.15046525
xgboost,3,question_a003_important_in_life__leisure_time,0.15005296
xgboost,3,question_e039_competition_good_or_harmful,0.14957257
xgboost,3,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.14821891
xgboost,3,question_d061_pre_school_child_suffers_with_working_mother,0.14797147
