model_type,seed,question,importance
xgboost,1,question_f025_religious_denomination__major_groups_choice3.0,1.0472515
xgboost,1,question_f034_religious_person,0.8657907
xgboost,1,question_f144_02_justifiable__death_penalty,0.72153115
xgboost,1,question_f120_justifiable__abortion,0.6633784
xgboost,1,question_f063_how_important_is_god_in_your_life,0.6532542
xgboost,1,question_a065_member__belong_to_religious_organization,0.6198913
xgboost,1,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.511879
xgboost,1,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.49916238
xgboost,1,question_e037_government_responsibility,0.4514017
xgboost,1,question_e028_political_action__joining_unofficial_strikes,0.42503753
xgboost,1,question_e069_06_confidence__the_police,0.4164613
xgboost,1,question_e069_04_confidence__the_press,0.39690232
xgboost,1,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.38536173
xgboost,1,question_e227_democracy__people_receive_state_aid_for_unemployment,0.38270426
xgboost,1,question_e069_11_confidence__the_government,0.36108032
xgboost,1,question_f025_religious_denomination__major_groups_choice7.0,0.3562041
xgboost,1,question_e233b_democracy__people_obey_their_rulers,0.34469134
xgboost,1,question_e025_political_action__signing_a_petition,0.34111705
xgboost,1,question_g007_36_b_trust__people_of_another_nationality__b,0.33740935
xgboost,1,question_a006_important_in_life__religion,0.33013594
xgboost,1,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.32846782
xgboost,1,question_e035_income_equality,0.3221623
xgboost,1,question_f028_how_often_do_you_attend_religious_services,0.3210344
xgboost,1,question_a170_satisfaction_with_your_life,0.31840155
xgboost,1,question_f053_believe_in__hell,0.3170164
xgboost,1,question_e015_future_changes__less_importance_placed_on_work,0.30647513
xgboost,1,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.298139
xgboost,1,question_e265_04_how_often_in_country’s_elections__voters_are_bribed,0.29502654
xgboost,1,question_f054_believe_in__heaven,0.28568515
xgboost,1,question_a004_important_in_life__politics,0.2803853
xgboost,1,question_e233_democracy__women_have_the_same_rights_as_men,0.28036478
xgboost,1,question_a002_important_in_life__friends,0.27699232
xgboost,1,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.26703224
xgboost,1,question_g006_how_proud_of_nationality,0.2665763
xgboost,1,question_f119_justifiable__prostitution,0.2588538
xgboost,1,question_e264_vote_in_elections__national_level_choice1.0,0.2587925
xgboost,1,question_e236_democraticness_in_own_country,0.25668123
xgboost,1,question_f025_religious_denomination__major_groups_choice5.0,0.25394303
xgboost,1,question_a009_state_of_health__subjective,0.24910422
xgboost,1,question_f122_justifiable__euthanasia,0.24834897
xgboost,1,question_a124_06_neighbours__immigrants_foreign_workers,0.24677983
xgboost,1,question_a173_how_much_freedom_of_choice_and_control,0.24498163
xgboost,1,question_f025_religious_denomination__major_groups_choice1.0,0.23604691
xgboost,1,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.23531851
xgboost,1,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.23432772
xgboost,1,question_e111_01_satisfaction_with_the_political_system,0.23083283
xgboost,1,question_e290_justifiable__political_violence,0.2273143
xgboost,1,question_f118_justifiable__homosexuality,0.22710723
xgboost,1,question_f025_religious_denomination__major_groups_choice2.0,0.22668384
xgboost,1,question_f116_justifiable__cheating_on_taxes,0.2266419
xgboost,1,question_e036_private_vs_state_ownership_of_business,0.22574353
xgboost,1,question_a124_08_neighbours__drug_addicts,0.2228861
xgboost,1,question_e018_future_changes__greater_respect_for_authority,0.22081481
xgboost,1,question_g007_33_b_trust__people_you_know_personally__b,0.21895829
xgboost,1,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.21652302
xgboost,1,question_a072_member__belong_to_professional_associations,0.21561952
xgboost,1,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.21533574
xgboost,1,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.21149716
xgboost,1,question_e117_political_system__having_a_democratic_political_system,0.21124734
xgboost,1,question_f132_justifiable__having_casual_sex,0.20522207
xgboost,1,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.20265646
xgboost,1,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.20249927
xgboost,1,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.20108473
xgboost,1,question_e033_self_positioning_in_political_scale,0.20052025
xgboost,1,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.19389293
xgboost,1,question_e069_14_confidence__the_environmental_protection_movement,0.19281438
xgboost,1,question_e069_02_confidence__armed_forces,0.19187513
xgboost,1,question_e116_political_system__having_the_army_rule,0.19053866
xgboost,1,question_c002_01_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__5_point_scale,0.18613286
xgboost,1,question_f121_justifiable__divorce,0.1773569
xgboost,1,question_g062_how_close_you_feel__continent__e_g_europe_asia_etc,0.17671877
xgboost,1,question_e114_political_system__having_a_strong_leader,0.17143275
xgboost,1,question_g063_how_close_you_feel__world,0.17032246
xgboost,1,question_a068_member__belong_to_political_parties,0.1690816
xgboost,1,question_e226_democracy__people_choose_their_leaders_in_free_elections,0.16539074
xgboost,1,question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections,0.16516407
