model_type,seed,question,importance
xgboost,9,question_f025_religious_denomination__major_groups_choice3.0,1.0441345
xgboost,9,question_f034_religious_person,0.883004
xgboost,9,question_f144_02_justifiable__death_penalty,0.6988038
xgboost,9,question_f120_justifiable__abortion,0.691435
xgboost,9,question_a065_member__belong_to_religious_organization,0.6127679
xgboost,9,question_f063_how_important_is_god_in_your_life,0.59701884
xgboost,9,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.5668063
xgboost,9,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.5399876
xgboost,9,question_e069_06_confidence__the_police,0.42845383
xgboost,9,question_e028_political_action__joining_unofficial_strikes,0.42463344
xgboost,9,question_e037_government_responsibility,0.409032
xgboost,9,question_e069_04_confidence__the_press,0.40390036
xgboost,9,question_e227_democracy__people_receive_state_aid_for_unemployment,0.40200213
xgboost,9,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.3958746
xgboost,9,question_e069_11_confidence__the_government,0.3861344
xgboost,9,question_e233b_democracy__people_obey_their_rulers,0.36469612
xgboost,9,question_f025_religious_denomination__major_groups_choice7.0,0.3484849
xgboost,9,question_e025_political_action__signing_a_petition,0.34764922
xgboost,9,question_g007_36_b_trust__people_of_another_nationality__b,0.3404225
xgboost,9,question_f053_believe_in__hell,0.34029132
xgboost,9,question_a006_important_in_life__religion,0.3396549
xgboost,9,question_f028_how_often_do_you_attend_religious_services,0.33472463
xgboost,9,question_e035_income_equality,0.3318878
xgboost,9,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.32130396
xgboost,9,question_a170_satisfaction_with_your_life,0.3065891
xgboost,9,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.3048898
xgboost,9,question_e265_04_how_often_in_country’s_elections__voters_are_bribed,0.30043703
xgboost,9,question_e015_future_changes__less_importance_placed_on_work,0.30021486
xgboost,9,question_e233_democracy__women_have_the_same_rights_as_men,0.29563892
xgboost,9,question_a004_important_in_life__politics,0.29348534
xgboost,9,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.2879613
xgboost,9,question_f119_justifiable__prostitution,0.28295726
xgboost,9,question_e264_vote_in_elections__national_level_choice1.0,0.2751036
xgboost,9,question_e236_democraticness_in_own_country,0.27142742
xgboost,9,question_f122_justifiable__euthanasia,0.26459205
xgboost,9,question_a002_important_in_life__friends,0.2473296
xgboost,9,question_a173_how_much_freedom_of_choice_and_control,0.24557647
xgboost,9,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.24415733
xgboost,9,question_e290_justifiable__political_violence,0.2439851
xgboost,9,question_a124_06_neighbours__immigrants_foreign_workers,0.24229833
xgboost,9,question_e018_future_changes__greater_respect_for_authority,0.242197
xgboost,9,question_a009_state_of_health__subjective,0.23953567
xgboost,9,question_f025_religious_denomination__major_groups_choice5.0,0.23466924
xgboost,9,question_g006_how_proud_of_nationality,0.23413908
xgboost,9,question_f025_religious_denomination__major_groups_choice1.0,0.23213989
xgboost,9,question_e111_01_satisfaction_with_the_political_system,0.22897303
xgboost,9,question_e036_private_vs_state_ownership_of_business,0.22880587
xgboost,9,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.22867563
xgboost,9,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.22810195
xgboost,9,question_a124_08_neighbours__drug_addicts,0.22601987
xgboost,9,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.22525564
xgboost,9,question_c002_01_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__5_point_scale,0.22479878
xgboost,9,question_f116_justifiable__cheating_on_taxes,0.22465755
xgboost,9,question_a072_member__belong_to_professional_associations,0.22277933
xgboost,9,question_f132_justifiable__having_casual_sex,0.21972044
xgboost,9,question_f025_religious_denomination__major_groups_choice2.0,0.21626766
xgboost,9,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.20818692
xgboost,9,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0,0.20778075
xgboost,9,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.20697267
xgboost,9,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.20695388
