model_type,seed,question,importance
logistic_regression,1,question_f025_religious_denomination__major_groups_choice3.0,0.9664194510467641
logistic_regression,1,question_f034_religious_person,0.6070822019323068
logistic_regression,1,question_a065_member__belong_to_religious_organization,0.38482703433529775
logistic_regression,1,question_f120_justifiable__abortion,0.3357501226231804
logistic_regression,1,question_f144_02_justifiable__death_penalty,0.3234423499863053
logistic_regression,1,question_d081_homosexual_couples_are_as_good_parents_as_other_couples,0.30985368818619446
logistic_regression,1,question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud,0.3086862170012457
logistic_regression,1,question_e028_political_action__joining_unofficial_strikes,0.2895911073691723
logistic_regression,1,question_f025_religious_denomination__major_groups_choice1.0,0.2745123780614741
logistic_regression,1,question_e069_06_confidence__the_police,0.26958439004567786
logistic_regression,1,question_g007_36_b_trust__people_of_another_nationality__b,0.2661043810424784
logistic_regression,1,question_f063_how_important_is_god_in_your_life,0.25460275780534786
logistic_regression,1,question_e025_political_action__signing_a_petition,0.21919625359101472
logistic_regression,1,question_e227_democracy__people_receive_state_aid_for_unemployment,0.21690292550116785
logistic_regression,1,question_f053_believe_in__hell,0.20692525790100255
logistic_regression,1,question_e069_04_confidence__the_press,0.20532889971941112
logistic_regression,1,question_f025_religious_denomination__major_groups_choice7.0,0.20317948041471026
logistic_regression,1,question_e233b_democracy__people_obey_their_rulers,0.19747224099808028
logistic_regression,1,question_e069_11_confidence__the_government,0.1957306463969736
logistic_regression,1,question_a124_06_neighbours__immigrants_foreign_workers,0.19005588942024496
logistic_regression,1,question_f025_religious_denomination__major_groups_choice2.0,0.18801332853541325
logistic_regression,1,question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled,0.18672389092692576
logistic_regression,1,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.17907906435857948
logistic_regression,1,question_f119_justifiable__prostitution,0.1763930651679393
logistic_regression,1,question_a002_important_in_life__friends,0.17286100500634813
logistic_regression,1,question_f054_believe_in__heaven,0.16748805790690705
logistic_regression,1,question_e265_07_how_often_in_country’s_election__rich_people_buy_elections,0.16300198904122906
logistic_regression,1,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.16090687263517897
logistic_regression,1,question_a068_member__belong_to_political_parties,0.16072923607472192
logistic_regression,1,question_f025_religious_denomination__major_groups_choice5.0,0.15937225163017002
logistic_regression,1,question_e264_vote_in_elections__national_level_choice2.0,0.15684724071045794
logistic_regression,1,question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls,0.15408660211774358
logistic_regression,1,question_a004_important_in_life__politics,0.15103164163136276
logistic_regression,1,question_e263_vote_in_elections__local_level_choice1.0,0.15102190479640207
logistic_regression,1,question_a072_member__belong_to_professional_associations,0.1490347186181131
logistic_regression,1,question_e263_vote_in_elections__local_level_choice3.0,0.14497791000520402
logistic_regression,1,question_e035_income_equality,0.14314942464671446
logistic_regression,1,question_a170_satisfaction_with_your_life,0.1393888494076793
logistic_regression,1,question_f122_justifiable__euthanasia,0.13216455603868538
logistic_regression,1,question_a124_08_neighbours__drug_addicts,0.132001926441375
logistic_regression,1,question_e069_14_confidence__the_environmental_protection_movement,0.13012684350346598
logistic_regression,1,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.129400675462303
logistic_regression,1,question_e037_government_responsibility,0.12890691395353357
logistic_regression,1,question_e069_17_confidence__justice_system_courts,0.1275877485394759
logistic_regression,1,question_a009_state_of_health__subjective,0.12676739180313742
logistic_regression,1,question_a040_important_child_qualities__religious_faith,0.12578718093045185
logistic_regression,1,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.12430510566577438
logistic_regression,1,question_e265_04_how_often_in_country’s_elections__voters_are_bribed,0.1222679747398231
logistic_regression,1,question_e116_political_system__having_the_army_rule,0.11771574003322896
logistic_regression,1,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.11564472699733169
logistic_regression,1,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.11407093072907806
logistic_regression,1,question_a038_important_child_qualities__thrift_saving_money_and_things,0.11109875213039622
logistic_regression,1,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.10975814762204486
logistic_regression,1,question_e264_vote_in_elections__national_level_choice1.0,0.10754334183504416
logistic_regression,1,question_f116_justifiable__cheating_on_taxes,0.10673258856444948
logistic_regression,1,question_e069_08_confidence__the_civil_services,0.10328913398115666
logistic_regression,1,question_g007_33_b_trust__people_you_know_personally__b,0.10030603219850198
logistic_regression,1,question_a124_02_neighbours__people_of_a_different_race,0.100020701811142
logistic_regression,1,question_a173_how_much_freedom_of_choice_and_control,0.09649106633427268
logistic_regression,1,question_g006_how_proud_of_nationality,0.09635489790009556
logistic_regression,1,question_e117_political_system__having_a_democratic_political_system,0.09613099207624234
logistic_regression,1,question_e226_democracy__people_choose_their_leaders_in_free_elections,0.09425522382938845
logistic_regression,1,question_e264_vote_in_elections__national_level_choice3.0,0.09057471136090926
logistic_regression,1,question_e018_future_changes__greater_respect_for_authority,0.09004697744717517
logistic_regression,1,question_a006_important_in_life__religion,0.08994138997367077
logistic_regression,1,question_c002_01_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__5_point_scale,0.08879268599727609
logistic_regression,1,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.08817487262632094
logistic_regression,1,question_h011_government_has_the_right__collect_information_about_anyone_living_in__country__without_their_knowledge,0.08719070978529911
logistic_regression,1,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.08552901859034566
logistic_regression,1,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.08440910001756706
logistic_regression,1,question_g005_citizen_of__country,0.08413244508541663
logistic_regression,1,question_e236_democraticness_in_own_country,0.08077505179889428
logistic_regression,1,question_f025_religious_denomination__major_groups_choice0.0,0.08003366382908195
logistic_regression,1,question_g256_how_close_do_you_feel__to_your_county_region_district,0.07780290449647854
logistic_regression,1,question_g007_35_b_trust__people_of_another_religion__b,0.07660856516508775
logistic_regression,1,question_e001_aims_of_country__first_choice_choice3.0,0.07580302472535481
logistic_regression,1,question_e233_democracy__women_have_the_same_rights_as_men,0.0733952483448287
logistic_regression,1,question_g007_34_b_trust__people_you_meet_for_the_first_time__b,0.0730492067849824
logistic_regression,1,question_d060_university_is_more_important_for_a_boy_than_for_a_girl,0.07248950101862314
logistic_regression,1,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.07023421712419373
logistic_regression,1,question_e115_political_system__having_experts_make_decisions,0.06997693724733914
logistic_regression,1,question_d078_men_make_better_business_executives_than_women_do,0.069222054486467
logistic_regression,1,question_e235_importance_of_democracy,0.06863421898858238
logistic_regression,1,question_e036_private_vs_state_ownership_of_business,0.06803916535694164
logistic_regression,1,question_e111_01_satisfaction_with_the_political_system,0.06709601480133782
logistic_regression,1,question_g062_how_close_you_feel__continent__e_g_europe_asia_etc,0.06708867092235812
logistic_regression,1,question_e069_07_confidence__parliament,0.06559013434157843
logistic_regression,1,question_a042_important_child_qualities__obedience,0.0655074115369119
logistic_regression,1,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.06217916462748556
logistic_regression,1,question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections,0.06138823406833318
logistic_regression,1,question_d061_pre_school_child_suffers_with_working_mother,0.06112650436775404
logistic_regression,1,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice1.0,0.060637180808852026
logistic_regression,1,question_c038_people_who_don’t_work_turn_lazy,0.060004001432203455
logistic_regression,1,question_f121_justifiable__divorce,0.05975591440229337
logistic_regression,1,question_a003_important_in_life__leisure_time,0.05935639204164642
logistic_regression,1,question_a066_member__belong_to_education_arts_music_or_cultural_activities,0.058912709898262014
logistic_regression,1,question_e026_political_action__joining_in_boycotts,0.058820450987389625
logistic_regression,1,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.05739879375778142
logistic_regression,1,question_f025_religious_denomination__major_groups_choice6.0,0.057266288647750095
logistic_regression,1,question_a041_important_child_qualities__unselfishness,0.0556340762698923
logistic_regression,1,question_a001_important_in_life__family,0.055561123125215564
logistic_regression,1,question_e002_aims_of_country__second_choice_choice3.0,0.053062490194208625
logistic_regression,1,question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party,0.04978176019009235
logistic_regression,1,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice2.0,0.04860280738505034
logistic_regression,1,question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet,0.048466180687341626
logistic_regression,1,question_a032_important_child_qualities__feeling_of_responsibility,0.04841921893612486
logistic_regression,1,question_e004_aims_of_respondent__second_choice_choice1.0,0.04838852045851936
logistic_regression,1,question_d026_03_duty_towards_society_to_have_children,0.04829012146278939
logistic_regression,1,question_a074_member__belong_to_sports_or_recreation,0.047979252925340304
logistic_regression,1,question_e069_02_confidence__armed_forces,0.04489529284374037
logistic_regression,1,question_a165_most_people_can_be_trusted,0.04423716260071899
logistic_regression,1,question_e001_aims_of_country__first_choice_choice1.0,0.04191460792942369
logistic_regression,1,question_a005_important_in_life__work,0.041067709148303426
logistic_regression,1,question_e264_vote_in_elections__national_level_choice4.0,0.04006638083287795
logistic_regression,1,question_e069_01_confidence__churches,0.039947784302089714
logistic_regression,1,question_f123_justifiable__suicide,0.0381524886858727
logistic_regression,1,question_a078_member__belong_to_consumer_groups,0.038050467967786675
logistic_regression,1,question_a034_important_child_qualities__imagination,0.03803348973652051
logistic_regression,1,question_a008_feeling_of_happiness,0.037730369776476806
logistic_regression,1,question_e225_democracy__religious_authorities_interpret_the_laws,0.037092297533323076
logistic_regression,1,question_a029_important_child_qualities__independence,0.03706597537581274
logistic_regression,1,question_e023_interest_in_politics,0.03666143078411684
logistic_regression,1,question_g255_how_close_you_feel__your__village_town_or_city,0.035742327003778655
logistic_regression,1,question_a080_01_member__belong_to_humanitarian_or_charitable_organization,0.03542392392529873
logistic_regression,1,question_a035_important_child_qualities__tolerance_and_respect_for_other_people,0.03435969230736252
logistic_regression,1,question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights,0.033787966760914334
logistic_regression,1,question_e003_aims_of_respondent__first_choice_choice4.0,0.03361569767872893
logistic_regression,1,question_e002_aims_of_country__second_choice_choice1.0,0.03258393997946505
logistic_regression,1,question_c041_work_should_come_first_even_if_it_means_less_spare_time,0.03195646598151717
logistic_regression,1,question_b008_protecting_environment_vs_economic_growth_choice2.0,0.03177232735641534
logistic_regression,1,question_g027a_respondent_immigrant,0.03112758572690931
logistic_regression,1,question_f118_justifiable__homosexuality,0.028398705749477955
logistic_regression,1,question_a067_member__belong_to_labour_unions,0.028289094465865555
logistic_regression,1,question_a030_important_child_qualities__hard_work,0.02737467217104175
logistic_regression,1,question_e039_competition_good_or_harmful,0.026124486942809375
logistic_regression,1,question_f028_how_often_do_you_attend_religious_services,0.025109173230324418
logistic_regression,1,question_e114_political_system__having_a_strong_leader,0.024225267160936526
logistic_regression,1,question_f025_religious_denomination__major_groups_choice8.0,0.024174167094560526
logistic_regression,1,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0,0.024023091804353178
logistic_regression,1,question_f132_justifiable__having_casual_sex,0.02393164522690608
logistic_regression,1,question_f051_believe_in__life_after_death,0.022957582122233262
logistic_regression,1,question_e003_aims_of_respondent__first_choice_choice2.0,0.022154723222244606
logistic_regression,1,question_e015_future_changes__less_importance_placed_on_work,0.020751700424951468
logistic_regression,1,question_e290_justifiable__political_violence,0.019716753697580972
logistic_regression,1,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0,0.018834619152826533
logistic_regression,1,question_e263_vote_in_elections__local_level_choice4.0,0.017987205224324367
