most_important_features
question_f025_religious_denomination__major_groups_choice1.0: 0.3840 (Europe: 0.214488126616426, non-Europe: 0.2118607196065764)
question_a065_member__belong_to_religious_organization: 0.3423 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2884 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_f025_religious_denomination__major_groups_choice3.0: 0.2861 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_a078_member__belong_to_consumer_groups: 0.2859 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_e025_political_action__signing_a_petition: 0.2557 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_e012_willingness_to_fight_for_country: 0.2524 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.2466 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_f120_justifiable__abortion: 0.2297 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.2256 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_a068_member__belong_to_political_parties: 0.2240 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent: 0.2153 (Europe: 0.3669457128361238, non-Europe: 0.24153888749719832)
question_a042_important_child_qualities__obedience: 0.2096 (Europe: 0.2048730989593001, non-Europe: 0.33228736799082365)
question_f132_justifiable__having_casual_sex: 0.2058 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_a072_member__belong_to_professional_associations: 0.2013 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_e116_political_system__having_the_army_rule: 0.1986 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.1897 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e114_political_system__having_a_strong_leader: 0.1809 (Europe: 0.613736578766092, non-Europe: 0.48748137698260974)
question_e228_democracy__the_army_takes_over_when_government_is_incompetent: 0.1689 (Europe: 0.36204848349853364, non-Europe: 0.4953010666209606)
question_g007_36_b_trust__people_of_another_nationality__b: 0.1643 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1600 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e026_political_action__joining_in_boycotts: 0.1563 (Europe: 0.7159668856962542, non-Europe: 0.7793848141653592)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.1558 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_c039_work_is_a_duty_towards_society: 0.1452 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e233b_democracy__people_obey_their_rulers: 0.1318 (Europe: 0.49057554045860097, non-Europe: 0.6046527878492228)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1294 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e263_vote_in_elections__local_level_choice3.0: 0.1202 (Europe: 0.11039338703889322, non-Europe: 0.17743615436338944)
question_e233_democracy__women_have_the_same_rights_as_men: 0.1183 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1180 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1136 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_a005_important_in_life__work: 0.1117 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_e028_political_action__joining_unofficial_strikes: 0.1116 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.1113 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.1077 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
