most_important_features
question_a027_important_child_qualities__good_manners: 0.3968 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_f025_religious_denomination__major_groups_choice3.0: 0.3691 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e012_willingness_to_fight_for_country: 0.3586 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_a065_member__belong_to_religious_organization: 0.2961 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_a078_member__belong_to_consumer_groups: 0.2054 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.1987 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.1972 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_a072_member__belong_to_professional_associations: 0.1818 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a068_member__belong_to_political_parties: 0.1816 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_e264_vote_in_elections__national_level_choice2.0: 0.1630 (Europe: 0.25080743958124513, non-Europe: 0.20100992788112912)
question_a079_member__belong_to_other_groups: 0.1492 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_c039_work_is_a_duty_towards_society: 0.1095 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.0959 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e264_vote_in_elections__national_level_choice4.0: 0.0958 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_e069_11_confidence__the_government: 0.0939 (Europe: 0.6048475248831636, non-Europe: 0.5248548613216958)
question_e263_vote_in_elections__local_level_choice4.0: 0.0926 (Europe: 0.021865835096707132, non-Europe: 0.02265086292140757)
question_g005_citizen_of__country: 0.0912 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a008_feeling_of_happiness: 0.0740 (Europe: 0.30065213894148074, non-Europe: 0.2768072567141746)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.0722 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
