most_important_features
question_e263_vote_in_elections__local_level_choice3.0: 0.4298 (Europe: 0.11039338703889322, non-Europe: 0.17743615436338944)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.4175 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_e264_vote_in_elections__national_level_choice3.0: 0.3650 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_a065_member__belong_to_religious_organization: 0.3376 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.3064 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.2710 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.1957 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_a072_member__belong_to_professional_associations: 0.1945 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a078_member__belong_to_consumer_groups: 0.1886 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.1850 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a068_member__belong_to_political_parties: 0.1841 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_e263_vote_in_elections__local_level_choice2.0: 0.1833 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_g005_citizen_of__country: 0.1369 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a079_member__belong_to_other_groups: 0.1296 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_e025_political_action__signing_a_petition: 0.1249 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_e028_political_action__joining_unofficial_strikes: 0.0960 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_g027a_respondent_immigrant: 0.0941 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e264_vote_in_elections__national_level_choice4.0: 0.0854 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_f025_religious_denomination__major_groups_choice3.0: 0.0851 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_g007_34_b_trust__people_you_meet_for_the_first_time__b: 0.0611 (Europe: 0.6020385013591384, non-Europe: 0.6807520402916397)
question_g007_36_b_trust__people_of_another_nationality__b: 0.0551 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_f132_justifiable__having_casual_sex: 0.0506 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_f119_justifiable__prostitution: 0.0498 (Europe: 0.243531202435312, non-Europe: 0.1948718399467935)
question_f120_justifiable__abortion: 0.0417 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.0402 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.0388 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0373 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.0361 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e069_04_confidence__the_press: 0.0360 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_f025_religious_denomination__major_groups_choice6.0: 0.0352 (Europe: 0.0018561829453910977, non-Europe: 0.025274565902408796)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0351 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_d026_03_duty_towards_society_to_have_children: 0.0349 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_f144_02_justifiable__death_penalty: 0.0342 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.0337 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_f117_justifiable__someone_accepting_a_bribe: 0.0327 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
