most_important_features
question_e002_aims_of_country__second_choice_choice1.0: 0.5406 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_e002_aims_of_country__second_choice_choice3.0: 0.5002 (Europe: 0.30692603729690265, non-Europe: 0.28462562790881646)
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0: 0.3312 (Europe: 0.22483325289873904, non-Europe: 0.4251453584189223)
question_a078_member__belong_to_consumer_groups: 0.2207 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_d026_03_duty_towards_society_to_have_children: 0.2155 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_f120_justifiable__abortion: 0.2132 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2110 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.2072 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_e116_political_system__having_the_army_rule: 0.2017 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_e025_political_action__signing_a_petition: 0.1919 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.1900 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.1895 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e002_aims_of_country__second_choice_choice4.0: 0.1759 (Europe: 0.21176572496318571, non-Europe: 0.19392988516355295)
question_e114_political_system__having_a_strong_leader: 0.1748 (Europe: 0.613736578766092, non-Europe: 0.48748137698260974)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1729 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_f132_justifiable__having_casual_sex: 0.1626 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_e228_democracy__the_army_takes_over_when_government_is_incompetent: 0.1625 (Europe: 0.36204848349853364, non-Europe: 0.4953010666209606)
question_a068_member__belong_to_political_parties: 0.1569 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_g007_36_b_trust__people_of_another_nationality__b: 0.1473 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1388 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e233_democracy__women_have_the_same_rights_as_men: 0.1386 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1297 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.1251 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1230 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1201 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_a079_member__belong_to_other_groups: 0.1201 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_g005_citizen_of__country: 0.1176 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a042_important_child_qualities__obedience: 0.1173 (Europe: 0.2048730989593001, non-Europe: 0.33228736799082365)
question_a072_member__belong_to_professional_associations: 0.1159 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a039_important_child_qualities__determination_perseverance: 0.1149 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_g007_33_b_trust__people_you_know_personally__b: 0.1098 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.1033 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_c039_work_is_a_duty_towards_society: 0.1031 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e117_political_system__having_a_democratic_political_system: 0.0984 (Europe: 0.17329736463270268, non-Europe: 0.24212779235390547)
question_a065_member__belong_to_religious_organization: 0.0978 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e012_willingness_to_fight_for_country: 0.0963 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_f117_justifiable__someone_accepting_a_bribe: 0.0943 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.0936 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_g027a_respondent_immigrant: 0.0925 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e264_vote_in_elections__national_level_choice4.0: 0.0891 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_a005_important_in_life__work: 0.0824 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_e263_vote_in_elections__local_level_choice4.0: 0.0812 (Europe: 0.021865835096707132, non-Europe: 0.02265086292140757)
question_g255_how_close_you_feel__your__village_town_or_city: 0.0716 (Europe: 0.24202975667504012, non-Europe: 0.20142304024329682)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0706 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_e290_justifiable__political_violence: 0.0703 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
