most_important_features
question_e004_aims_of_respondent__second_choice_choice1.0: 0.5250 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.5019 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_a078_member__belong_to_consumer_groups: 0.3193 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2984 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.2596 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_f120_justifiable__abortion: 0.2580 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_e025_political_action__signing_a_petition: 0.2578 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_a068_member__belong_to_political_parties: 0.2396 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.2381 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_a072_member__belong_to_professional_associations: 0.2317 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_d026_03_duty_towards_society_to_have_children: 0.2230 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_f132_justifiable__having_casual_sex: 0.2220 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud: 0.2001 (Europe: 0.36575878696382097, non-Europe: 0.19595589366312008)
question_a079_member__belong_to_other_groups: 0.1914 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_e116_political_system__having_the_army_rule: 0.1910 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_g007_36_b_trust__people_of_another_nationality__b: 0.1845 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e026_political_action__joining_in_boycotts: 0.1840 (Europe: 0.7159668856962542, non-Europe: 0.7793848141653592)
question_a065_member__belong_to_religious_organization: 0.1751 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e012_willingness_to_fight_for_country: 0.1711 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.1693 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.1592 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_g007_34_b_trust__people_you_meet_for_the_first_time__b: 0.1419 (Europe: 0.6020385013591384, non-Europe: 0.6807520402916397)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1372 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1326 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e233b_democracy__people_obey_their_rulers: 0.1298 (Europe: 0.49057554045860097, non-Europe: 0.6046527878492228)
question_a039_important_child_qualities__determination_perseverance: 0.1290 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_e028_political_action__joining_unofficial_strikes: 0.1220 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_g007_33_b_trust__people_you_know_personally__b: 0.1195 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1147 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1118 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1102 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_e015_future_changes__less_importance_placed_on_work: 0.1057 (Europe: 0.5675836210416899, non-Europe: 0.5954685089720094)
question_c039_work_is_a_duty_towards_society: 0.1046 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e233_democracy__women_have_the_same_rights_as_men: 0.0964 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0925 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_g027a_respondent_immigrant: 0.0915 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_a005_important_in_life__work: 0.0875 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country: 0.0841 (Europe: 0.496658870698296, non-Europe: 0.4970697588566456)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0827 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_f117_justifiable__someone_accepting_a_bribe: 0.0798 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.0784 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_e264_vote_in_elections__national_level_choice3.0: 0.0759 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_a003_important_in_life__leisure_time: 0.0749 (Europe: 0.23268284433224848, non-Europe: 0.2726893175295881)
question_e263_vote_in_elections__local_level_choice4.0: 0.0748 (Europe: 0.021865835096707132, non-Europe: 0.02265086292140757)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.0710 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_e264_vote_in_elections__national_level_choice4.0: 0.0691 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_e036_private_vs_state_ownership_of_business: 0.0686 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_e290_justifiable__political_violence: 0.0673 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_e035_income_equality: 0.0648 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_e115_political_system__having_experts_make_decisions: 0.0640 (Europe: 0.46179769255835634, non-Europe: 0.42838433513081153)
