most_important_features
question_f025_religious_denomination__major_groups_choice1.0: 0.4937 (Europe: 0.214488126616426, non-Europe: 0.2118607196065764)
question_f025_religious_denomination__major_groups_choice3.0: 0.4058 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_a039_important_child_qualities__determination_perseverance: 0.3316 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_f120_justifiable__abortion: 0.2847 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_a065_member__belong_to_religious_organization: 0.2814 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale: 0.2432 (Europe: 0.6488627785821237, non-Europe: 0.49401426556093186)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2426 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a078_member__belong_to_consumer_groups: 0.2400 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud: 0.2378 (Europe: 0.36575878696382097, non-Europe: 0.19595589366312008)
question_e025_political_action__signing_a_petition: 0.2321 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.2288 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e116_political_system__having_the_army_rule: 0.2283 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent: 0.2263 (Europe: 0.3669457128361238, non-Europe: 0.24153888749719832)
question_f132_justifiable__having_casual_sex: 0.2210 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.2209 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1985 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e228_democracy__the_army_takes_over_when_government_is_incompetent: 0.1981 (Europe: 0.36204848349853364, non-Europe: 0.4953010666209606)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.1968 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_g007_36_b_trust__people_of_another_nationality__b: 0.1744 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_a068_member__belong_to_political_parties: 0.1699 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1589 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e233b_democracy__people_obey_their_rulers: 0.1502 (Europe: 0.49057554045860097, non-Europe: 0.6046527878492228)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.1493 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1479 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1440 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1422 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_e233_democracy__women_have_the_same_rights_as_men: 0.1408 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_a072_member__belong_to_professional_associations: 0.1387 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.1347 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_g007_33_b_trust__people_you_know_personally__b: 0.1342 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_e012_willingness_to_fight_for_country: 0.1328 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_c039_work_is_a_duty_towards_society: 0.1322 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_a079_member__belong_to_other_groups: 0.1308 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_a027_important_child_qualities__good_manners: 0.1169 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e263_vote_in_elections__local_level_choice4.0: 0.1167 (Europe: 0.021865835096707132, non-Europe: 0.02265086292140757)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.1139 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_a005_important_in_life__work: 0.1109 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_e264_vote_in_elections__national_level_choice4.0: 0.1066 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.1055 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_e028_political_action__joining_unofficial_strikes: 0.0895 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_f117_justifiable__someone_accepting_a_bribe: 0.0860 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_e015_future_changes__less_importance_placed_on_work: 0.0826 (Europe: 0.5675836210416899, non-Europe: 0.5954685089720094)
question_e115_political_system__having_experts_make_decisions: 0.0820 (Europe: 0.46179769255835634, non-Europe: 0.42838433513081153)
question_e264_vote_in_elections__national_level_choice3.0: 0.0795 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_e036_private_vs_state_ownership_of_business: 0.0772 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0750 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0727 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
