most_important_features
question_e012_willingness_to_fight_for_country: 0.5292 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_a065_member__belong_to_religious_organization: 0.3802 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.2629 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.2588 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_a078_member__belong_to_consumer_groups: 0.2551 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_f025_religious_denomination__major_groups_choice3.0: 0.2519 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.2477 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2456 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a072_member__belong_to_professional_associations: 0.2414 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a068_member__belong_to_political_parties: 0.2097 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_g005_citizen_of__country: 0.1799 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.1757 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_g027a_respondent_immigrant: 0.1276 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.1272 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.1158 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_d026_03_duty_towards_society_to_have_children: 0.1148 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_c039_work_is_a_duty_towards_society: 0.1118 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
