most_important_features
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0: 0.4889 (Europe: 0.22483325289873904, non-Europe: 0.4251453584189223)
question_e263_vote_in_elections__local_level_choice3.0: 0.3840 (Europe: 0.11039338703889322, non-Europe: 0.17743615436338944)
question_e264_vote_in_elections__national_level_choice3.0: 0.3348 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_f025_religious_denomination__major_groups_choice1.0: 0.3335 (Europe: 0.214488126616426, non-Europe: 0.2118607196065764)
question_f120_justifiable__abortion: 0.3235 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.2907 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_e025_political_action__signing_a_petition: 0.2827 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent: 0.2821 (Europe: 0.3669457128361238, non-Europe: 0.24153888749719832)
question_e116_political_system__having_the_army_rule: 0.2697 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.2673 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.2571 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_f132_justifiable__having_casual_sex: 0.2538 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_f025_religious_denomination__major_groups_choice3.0: 0.2266 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2233 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a078_member__belong_to_consumer_groups: 0.2230 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_g007_36_b_trust__people_of_another_nationality__b: 0.2211 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.2156 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_a065_member__belong_to_religious_organization: 0.2080 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e233_democracy__women_have_the_same_rights_as_men: 0.1802 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.1767 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1754 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1752 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_a042_important_child_qualities__obedience: 0.1705 (Europe: 0.2048730989593001, non-Europe: 0.33228736799082365)
question_a072_member__belong_to_professional_associations: 0.1703 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.1661 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1632 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_a068_member__belong_to_political_parties: 0.1592 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_g007_33_b_trust__people_you_know_personally__b: 0.1590 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.1544 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_c039_work_is_a_duty_towards_society: 0.1521 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1502 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
